Climate,SoilType,WaterLevel,LandSize,PlantName,FertilizerName,DiseasesName,MedicineName
Summer,Red Soil,Medium,2.1,Tropical Almond,Cow Dung,Root Rot,Bordeaux Mixture
Cold,Loamy,High,0.86,Tropical Almond,Organic Manure,Leaf Spot,Carbendazim
Winter,Sandy,High,2.41,Tropical Almond,Urea,Leaf Spot,Carbendazim
Cold,Clay,High,0.68,Tropical Almond,Compost,Powdery Mildew,Trichoderma
Spring,Sandy,Low,9.18,Tropical Almond,Cow Dung,Blight,Carbendazim
Cold,Black Soil,High,6.66,Chebulic Myrobalan,Organic Manure,Blight,Neem Oil
Rainy (Monsoon),Clay,High,2.7,Chebulic Myrobalan,Organic Manure,Blight,Carbendazim
Spring,Sandy,Low,5.67,Chebulic Myrobalan,Vermicompost,Leaf Spot,Trichoderma
Winter,Black Soil,High,2.54,Chebulic Myrobalan,NPK,Blight,Neem Oil
Cold,Sandy,Medium,2.43,Chebulic Myrobalan,Urea,Powdery Mildew,Carbendazim
Summer,Sandy,High,2.88,Chebulic Myrobalan,Cow Dung,Root Rot,Copper Fungicide
Cold,Clay,Medium,9.38,Chebulic Myrobalan,NPK,Wilt,Neem Oil
Summer,Black Soil,Medium,6.66,Chebulic Myrobalan,Organic Manure,Rust,Bordeaux Mixture
Cold,Red Soil,Medium,3.93,Chebulic Myrobalan,Organic Manure,Wilt,Carbendazim
Cold,Red Soil,High,5.58,Chebulic Myrobalan,NPK,Blight,Carbendazim
Spring,Black Soil,Medium,3.42,Belleric Myrobalan,Compost,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Sandy,Low,4.89,Belleric Myrobalan,Cow Dung,Root Rot,Neem Oil
Winter,Loamy,High,0.9,Belleric Myrobalan,Organic Manure,Powdery Mildew,Neem Oil
Winter,Loamy,High,7.81,Belleric Myrobalan,Organic Manure,Powdery Mildew,Neem Oil
Spring,Alluvial,Medium,7.46,Belleric Myrobalan,Organic Manure,Leaf Spot,Neem Oil
Cold,Red Soil,Low,3.19,Belleric Myrobalan,Organic Manure,Rust,Bordeaux Mixture
Summer,Red Soil,High,4.62,Belleric Myrobalan,Cow Dung,Rust,Neem Oil
Cold,Clay,High,9.82,Belleric Myrobalan,Urea,Blight,Copper Fungicide
Spring,Clay,High,4.31,Belleric Myrobalan,Cow Dung,Blight,Copper Fungicide
Cold,Alluvial,High,9.46,Belleric Myrobalan,Urea,Blight,Sulfur Spray
Rainy (Monsoon),Alluvial,High,3.14,Indian Laurel,Urea,Blight,Neem Oil
Cold,Black Soil,Medium,7.18,Indian Laurel,Cow Dung,Blight,Sulfur Spray
Summer,Red Soil,Low,8.51,Indian Laurel,Compost,Root Rot,Trichoderma
Cold,Loamy,Medium,4.94,Indian Laurel,Cow Dung,Powdery Mildew,Sulfur Spray
Summer,Red Soil,High,3.27,Indian Laurel,Vermicompost,Powdery Mildew,Carbendazim
Winter,Clay,Medium,9.07,Indian Laurel,NPK,Rust,Carbendazim
Spring,Alluvial,High,9.1,Indian Laurel,Urea,Leaf Spot,Copper Fungicide
Summer,Red Soil,Low,2.25,Indian Laurel,Vermicompost,Powdery Mildew,Neem Oil
Cold,Alluvial,Medium,6.49,Indian Laurel,Urea,Blight,Trichoderma
Rainy (Monsoon),Alluvial,Medium,3.24,Indian Laurel,Urea,Rust,Carbendazim
Cold,Sandy,Low,0.84,Bay Leaf,Organic Manure,Blight,Copper Fungicide
Winter,Clay,Low,7.91,Bay Leaf,Vermicompost,Root Rot,Copper Fungicide
Spring,Loamy,Low,8.54,Bay Leaf,NPK,Powdery Mildew,Sulfur Spray
Winter,Clay,High,4.52,Bay Leaf,Vermicompost,Root Rot,Copper Fungicide
Spring,Loamy,Low,5.53,Bay Leaf,NPK,Rust,Carbendazim
Spring,Clay,Medium,3.46,Bay Leaf,Cow Dung,Leaf Spot,Trichoderma
Summer,Black Soil,Low,5.39,Bay Leaf,NPK,Rust,Copper Fungicide
Summer,Alluvial,Low,8.17,Bay Leaf,Urea,Leaf Spot,Bordeaux Mixture
Cold,Loamy,High,3.89,Bay Leaf,Urea,Rust,Bordeaux Mixture
Winter,Alluvial,Medium,4.33,Bay Leaf,NPK,Powdery Mildew,Carbendazim
Spring,Black Soil,Medium,8.64,Curry Bark Tree,Compost,Root Rot,Carbendazim
Winter,Clay,Medium,2.06,Curry Bark Tree,Compost,Root Rot,Bordeaux Mixture
Cold,Red Soil,Low,4.5,Curry Bark Tree,Organic Manure,Rust,Bordeaux Mixture
Cold,Alluvial,High,3.52,Curry Bark Tree,Organic Manure,Wilt,Copper Fungicide
Spring,Loamy,Medium,0.79,Curry Bark Tree,Vermicompost,Wilt,Bordeaux Mixture
Rainy (Monsoon),Black Soil,Medium,7.58,Curry Bark Tree,NPK,Blight,Neem Oil
Cold,Red Soil,Low,6.96,Curry Bark Tree,NPK,Rust,Carbendazim
Rainy (Monsoon),Black Soil,Low,3.31,Curry Bark Tree,Organic Manure,Powdery Mildew,Neem Oil
Winter,Clay,High,2.1,Curry Bark Tree,Urea,Leaf Spot,Bordeaux Mixture
Summer,Loamy,Low,4.13,Curry Bark Tree,Organic Manure,Rust,Copper Fungicide
Summer,Alluvial,High,7.73,Camphor Tree,Compost,Rust,Trichoderma
Spring,Red Soil,High,8.95,Camphor Tree,Compost,Wilt,Copper Fungicide
Summer,Loamy,Medium,5.38,Camphor Tree,Cow Dung,Root Rot,Carbendazim
Rainy (Monsoon),Alluvial,Low,8.74,Camphor Tree,Organic Manure,Blight,Carbendazim
Rainy (Monsoon),Loamy,Medium,5.4,Camphor Tree,Compost,Powdery Mildew,Trichoderma
Rainy (Monsoon),Clay,Medium,9.02,Camphor Tree,NPK,Powdery Mildew,Carbendazim
Rainy (Monsoon),Sandy,Medium,6.38,Camphor Tree,Organic Manure,Leaf Spot,Carbendazim
Winter,Alluvial,Medium,8.83,Camphor Tree,Urea,Root Rot,Trichoderma
Cold,Sandy,Low,2.15,Camphor Tree,Organic Manure,Wilt,Bordeaux Mixture
Winter,Black Soil,Medium,5.09,Camphor Tree,Compost,Leaf Spot,Copper Fungicide
Summer,Loamy,High,4.88,Sweet Flag,Cow Dung,Blight,Trichoderma
Summer,Loamy,Medium,6.48,Sweet Flag,NPK,Powdery Mildew,Bordeaux Mixture
Winter,Loamy,Medium,5.61,Sweet Flag,Compost,Rust,Carbendazim
Summer,Clay,Low,4.94,Sweet Flag,NPK,Rust,Carbendazim
Rainy (Monsoon),Loamy,High,5.02,Sweet Flag,NPK,Rust,Sulfur Spray
Winter,Red Soil,Low,4.19,Sweet Flag,Compost,Rust,Carbendazim
Winter,Loamy,Medium,1.85,Sweet Flag,Organic Manure,Root Rot,Sulfur Spray
Rainy (Monsoon),Alluvial,Low,5.05,Sweet Flag,Vermicompost,Root Rot,Carbendazim
Summer,Red Soil,Low,3.53,Sweet Flag,Cow Dung,Wilt,Carbendazim
Summer,Red Soil,Low,4.46,Sweet Flag,Urea,Root Rot,Sulfur Spray
Rainy (Monsoon),Clay,Medium,2.53,Indian Madder,Organic Manure,Wilt,Neem Oil
Winter,Black Soil,High,3.72,Indian Madder,Compost,Powdery Mildew,Bordeaux Mixture
Rainy (Monsoon),Loamy,High,1.91,Indian Madder,Urea,Powdery Mildew,Sulfur Spray
Winter,Red Soil,Medium,7.78,Indian Madder,Urea,Rust,Copper Fungicide
Spring,Alluvial,High,8.01,Indian Madder,Vermicompost,Leaf Spot,Neem Oil
Rainy (Monsoon),Black Soil,High,1.6,Indian Madder,Urea,Blight,Sulfur Spray
Rainy (Monsoon),Red Soil,Low,1.94,Indian Madder,Urea,Blight,Carbendazim
Rainy (Monsoon),Alluvial,High,1.33,Indian Madder,Urea,Wilt,Copper Fungicide
Winter,Alluvial,Medium,2.62,Indian Madder,Cow Dung,Rust,Carbendazim
Summer,Red Soil,Low,8.68,Indian Madder,Cow Dung,Wilt,Carbendazim
Summer,Clay,High,2.36,Soapnut,NPK,Leaf Spot,Trichoderma
Spring,Loamy,High,5.31,Soapnut,Organic Manure,Blight,Copper Fungicide
Rainy (Monsoon),Loamy,High,4.32,Soapnut,Urea,Leaf Spot,Bordeaux Mixture
Cold,Sandy,Medium,2.75,Soapnut,Vermicompost,Leaf Spot,Carbendazim
Summer,Sandy,Low,2.86,Soapnut,Urea,Wilt,Bordeaux Mixture
Spring,Sandy,Low,1.62,Soapnut,NPK,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Black Soil,High,9.62,Soapnut,NPK,Blight,Trichoderma
Cold,Alluvial,Medium,5.4,Soapnut,Compost,Root Rot,Sulfur Spray
Winter,Alluvial,High,6.07,Soapnut,Compost,Root Rot,Neem Oil
Summer,Loamy,Low,5.52,Soapnut,NPK,Blight,Copper Fungicide
Spring,Sandy,High,5.03,Soapberry,Urea,Powdery Mildew,Copper Fungicide
Cold,Clay,Medium,8.89,Soapberry,Urea,Rust,Trichoderma
Summer,Red Soil,High,0.91,Soapberry,NPK,Wilt,Sulfur Spray
Winter,Red Soil,High,1.57,Soapberry,Urea,Powdery Mildew,Bordeaux Mixture
Winter,Clay,Medium,5.26,Soapberry,NPK,Rust,Sulfur Spray
Rainy (Monsoon),Clay,Low,8.32,Soapberry,Urea,Blight,Sulfur Spray
Cold,Loamy,Medium,9,Soapberry,Urea,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Clay,High,7.69,Soapberry,Vermicompost,Rust,Trichoderma
Summer,Alluvial,High,3.42,Soapberry,Urea,Leaf Spot,Carbendazim
Spring,Red Soil,Medium,9.36,Soapberry,Organic Manure,Root Rot,Trichoderma
Rainy (Monsoon),Alluvial,High,6.7,Silk Cotton,Cow Dung,Wilt,Bordeaux Mixture
Rainy (Monsoon),Alluvial,High,4.44,Silk Cotton,Compost,Wilt,Neem Oil
Spring,Loamy,Medium,9.48,Silk Cotton,Organic Manure,Wilt,Sulfur Spray
Summer,Sandy,Medium,1.67,Silk Cotton,Compost,Rust,Copper Fungicide
Cold,Sandy,High,6.79,Silk Cotton,Compost,Blight,Bordeaux Mixture
Spring,Alluvial,Medium,8.4,Silk Cotton,Organic Manure,Root Rot,Trichoderma
Summer,Black Soil,Low,6.53,Silk Cotton,Vermicompost,Wilt,Bordeaux Mixture
Rainy (Monsoon),Sandy,Low,7.44,Silk Cotton,Urea,Root Rot,Neem Oil
Rainy (Monsoon),Clay,Low,2.17,Silk Cotton,Vermicompost,Blight,Copper Fungicide
Summer,Sandy,Low,0.57,Silk Cotton,Vermicompost,Blight,Neem Oil
Cold,Red Soil,Medium,9.73,Kadamba,NPK,Powdery Mildew,Trichoderma
Cold,Clay,Medium,7.18,Kadamba,Organic Manure,Wilt,Carbendazim
Winter,Clay,Low,3.75,Kadamba,Urea,Blight,Bordeaux Mixture
Summer,Alluvial,High,7.62,Kadamba,Urea,Powdery Mildew,Bordeaux Mixture
Rainy (Monsoon),Alluvial,Medium,6.86,Kadamba,Organic Manure,Root Rot,Bordeaux Mixture
Winter,Alluvial,High,4.41,Kadamba,NPK,Blight,Trichoderma
Rainy (Monsoon),Red Soil,High,1.03,Kadamba,NPK,Rust,Carbendazim
Cold,Loamy,Medium,9.79,Kadamba,Cow Dung,Blight,Trichoderma
Spring,Loamy,High,1.88,Kadamba,Urea,Rust,Neem Oil
Winter,Loamy,Medium,6.93,Kadamba,Urea,Leaf Spot,Bordeaux Mixture
Rainy (Monsoon),Sandy,Medium,1.8,Arjuna Tree,NPK,Root Rot,Copper Fungicide
Summer,Loamy,High,8.42,Arjuna Tree,Urea,Rust,Sulfur Spray
Spring,Red Soil,High,9.84,Arjuna Tree,Cow Dung,Powdery Mildew,Trichoderma
Cold,Loamy,Low,3.22,Arjuna Tree,Cow Dung,Blight,Sulfur Spray
Spring,Red Soil,High,2.55,Arjuna Tree,Compost,Wilt,Trichoderma
Winter,Alluvial,High,1.64,Arjuna Tree,Urea,Wilt,Sulfur Spray
Rainy (Monsoon),Sandy,High,1.97,Arjuna Tree,Compost,Blight,Neem Oil
Summer,Alluvial,High,9.44,Arjuna Tree,Urea,Rust,Sulfur Spray
Winter,Red Soil,Medium,9.7,Arjuna Tree,Urea,Powdery Mildew,Trichoderma
Winter,Clay,Medium,7.47,Arjuna Tree,Organic Manure,Blight,Trichoderma
Spring,Alluvial,Medium,7.55,Indian Kino,Urea,Blight,Trichoderma
Spring,Sandy,Medium,4.88,Indian Kino,Compost,Powdery Mildew,Bordeaux Mixture
Spring,Sandy,Low,2,Indian Kino,Compost,Root Rot,Sulfur Spray
Summer,Sandy,Medium,6.74,Indian Kino,NPK,Rust,Copper Fungicide
Spring,Clay,Low,2.31,Indian Kino,NPK,Powdery Mildew,Carbendazim
Spring,Alluvial,Medium,9.05,Indian Kino,Vermicompost,Root Rot,Trichoderma
Winter,Loamy,Low,2.31,Indian Kino,Organic Manure,Wilt,Neem Oil
Summer,Black Soil,Medium,0.57,Indian Kino,Urea,Root Rot,Trichoderma
Cold,Alluvial,High,9.89,Indian Kino,Vermicompost,Root Rot,Trichoderma
Winter,Black Soil,Low,4.07,Indian Kino,Compost,Leaf Spot,Copper Fungicide
Spring,Black Soil,Low,8.59,Indian Laburnum,Organic Manure,Wilt,Trichoderma
Summer,Black Soil,Low,3.41,Indian Laburnum,Urea,Root Rot,Copper Fungicide
Winter,Alluvial,High,5.18,Indian Laburnum,Cow Dung,Powdery Mildew,Carbendazim
Rainy (Monsoon),Red Soil,Low,3.66,Indian Laburnum,Cow Dung,Rust,Copper Fungicide
Winter,Red Soil,High,4.15,Indian Laburnum,NPK,Rust,Copper Fungicide
Rainy (Monsoon),Loamy,High,9.38,Indian Laburnum,Cow Dung,Root Rot,Bordeaux Mixture
Spring,Alluvial,Medium,5.69,Indian Laburnum,Urea,Blight,Trichoderma
Spring,Clay,Medium,4.91,Indian Laburnum,Cow Dung,Wilt,Sulfur Spray
Cold,Sandy,Low,1.63,Indian Laburnum,Vermicompost,Powdery Mildew,Sulfur Spray
Rainy (Monsoon),Loamy,Low,3.61,Indian Laburnum,Vermicompost,Wilt,Bordeaux Mixture
Summer,Alluvial,Low,3.46,Flame of the Forest,Compost,Leaf Spot,Neem Oil
Spring,Red Soil,Medium,1.2,Flame of the Forest,Urea,Blight,Sulfur Spray
Rainy (Monsoon),Alluvial,Low,2.76,Flame of the Forest,Organic Manure,Powdery Mildew,Bordeaux Mixture
Winter,Clay,Medium,9.89,Flame of the Forest,Urea,Wilt,Sulfur Spray
Rainy (Monsoon),Loamy,Low,6.32,Flame of the Forest,Urea,Wilt,Neem Oil
Summer,Alluvial,Low,2.77,Flame of the Forest,Organic Manure,Root Rot,Copper Fungicide
Summer,Red Soil,High,5.93,Flame of the Forest,Urea,Leaf Spot,Neem Oil
Rainy (Monsoon),Loamy,Medium,9,Flame of the Forest,Compost,Powdery Mildew,Carbendazim
Rainy (Monsoon),Sandy,Medium,8.39,Flame of the Forest,Urea,Wilt,Bordeaux Mixture
Winter,Red Soil,Low,8.92,Flame of the Forest,Organic Manure,Blight,Sulfur Spray
Summer,Loamy,High,0.82,Devil Tree,Compost,Leaf Spot,Neem Oil
Winter,Red Soil,High,4.29,Devil Tree,Urea,Wilt,Trichoderma
Cold,Red Soil,Low,7.1,Devil Tree,Compost,Wilt,Carbendazim
Rainy (Monsoon),Sandy,High,9.41,Devil Tree,Urea,Leaf Spot,Trichoderma
Rainy (Monsoon),Clay,Low,8.26,Devil Tree,Vermicompost,Root Rot,Bordeaux Mixture
Cold,Clay,Medium,3.96,Devil Tree,Compost,Blight,Bordeaux Mixture
Summer,Clay,High,8.75,Devil Tree,NPK,Powdery Mildew,Neem Oil
Winter,Loamy,Low,5.57,Devil Tree,Cow Dung,Wilt,Neem Oil
Winter,Sandy,Medium,7.51,Devil Tree,Urea,Rust,Carbendazim
Rainy (Monsoon),Alluvial,High,7.23,Devil Tree,Urea,Leaf Spot,Copper Fungicide
Winter,Loamy,Low,4.74,Indian Cork Tree,Urea,Root Rot,Neem Oil
Spring,Clay,Medium,7.76,Indian Cork Tree,Cow Dung,Rust,Neem Oil
Summer,Black Soil,High,7.96,Indian Cork Tree,Vermicompost,Powdery Mildew,Bordeaux Mixture
Cold,Clay,Medium,7.96,Indian Cork Tree,Organic Manure,Root Rot,Copper Fungicide
Summer,Sandy,High,8.97,Indian Cork Tree,Cow Dung,Blight,Trichoderma
Winter,Black Soil,Medium,3.19,Indian Cork Tree,Urea,Powdery Mildew,Bordeaux Mixture
Rainy (Monsoon),Sandy,Medium,5.59,Indian Cork Tree,Compost,Wilt,Trichoderma
Spring,Red Soil,Medium,3.76,Indian Cork Tree,Organic Manure,Rust,Neem Oil
Cold,Loamy,Medium,3.16,Indian Cork Tree,Organic Manure,Powdery Mildew,Sulfur Spray
Summer,Clay,High,5.76,Indian Cork Tree,Vermicompost,Wilt,Copper Fungicide
Cold,Sandy,High,5.97,Indian Rosewood,Urea,Wilt,Trichoderma
Winter,Black Soil,Medium,1.83,Indian Rosewood,Vermicompost,Wilt,Copper Fungicide
Spring,Loamy,Low,7.3,Indian Rosewood,Urea,Root Rot,Neem Oil
Cold,Loamy,High,9.9,Indian Rosewood,Urea,Leaf Spot,Carbendazim
Summer,Alluvial,Low,8.79,Indian Rosewood,Cow Dung,Blight,Neem Oil
Summer,Black Soil,High,1.49,Indian Rosewood,Organic Manure,Rust,Carbendazim
Winter,Black Soil,Medium,2.79,Indian Rosewood,Compost,Leaf Spot,Copper Fungicide
Summer,Clay,Medium,8.16,Indian Rosewood,Compost,Powdery Mildew,Sulfur Spray
Cold,Black Soil,High,8.18,Indian Rosewood,Vermicompost,Blight,Trichoderma
Summer,Red Soil,Medium,7.69,Indian Rosewood,Vermicompost,Root Rot,Trichoderma
Summer,Alluvial,Medium,4.2,Ebony Tree,Urea,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Clay,High,4.48,Ebony Tree,Cow Dung,Leaf Spot,Carbendazim
Rainy (Monsoon),Sandy,Low,3.57,Ebony Tree,Vermicompost,Wilt,Neem Oil
Winter,Black Soil,High,8.1,Ebony Tree,Urea,Leaf Spot,Neem Oil
Spring,Black Soil,High,3.11,Ebony Tree,Urea,Blight,Sulfur Spray
Summer,Clay,Low,1.48,Ebony Tree,Compost,Rust,Copper Fungicide
Summer,Red Soil,Low,4.52,Ebony Tree,Vermicompost,Root Rot,Sulfur Spray
Cold,Sandy,Medium,6.76,Ebony Tree,NPK,Blight,Bordeaux Mixture
Rainy (Monsoon),Black Soil,Medium,4.41,Ebony Tree,Organic Manure,Powdery Mildew,Trichoderma
Summer,Black Soil,Medium,8.18,Ebony Tree,Vermicompost,Blight,Carbendazim
Winter,Black Soil,Medium,1.2,Sandpaper Tree,NPK,Wilt,Bordeaux Mixture
Spring,Red Soil,Low,6.1,Sandpaper Tree,Vermicompost,Blight,Neem Oil
Cold,Red Soil,Low,1.11,Sandpaper Tree,Vermicompost,Rust,Trichoderma
Winter,Alluvial,Low,1.44,Sandpaper Tree,NPK,Wilt,Bordeaux Mixture
Spring,Clay,Low,4.7,Sandpaper Tree,Vermicompost,Powdery Mildew,Neem Oil
Rainy (Monsoon),Sandy,Low,1.87,Sandpaper Tree,Urea,Wilt,Copper Fungicide
Winter,Red Soil,High,3.14,Sandpaper Tree,Vermicompost,Wilt,Sulfur Spray
Winter,Clay,Medium,9.06,Sandpaper Tree,Organic Manure,Root Rot,Bordeaux Mixture
Rainy (Monsoon),Sandy,High,6.48,Sandpaper Tree,Vermicompost,Rust,Trichoderma
Winter,Alluvial,Low,4.09,Sandpaper Tree,Cow Dung,Leaf Spot,Bordeaux Mixture
Winter,Black Soil,High,2.82,Wild Mango,Vermicompost,Blight,Sulfur Spray
Summer,Black Soil,Low,2.89,Wild Mango,NPK,Wilt,Bordeaux Mixture
Cold,Red Soil,High,8.84,Wild Mango,Compost,Blight,Neem Oil
Winter,Clay,Medium,1.6,Wild Mango,Urea,Root Rot,Trichoderma
Spring,Sandy,Medium,0.64,Wild Mango,NPK,Leaf Spot,Carbendazim
Summer,Black Soil,Medium,6.41,Wild Mango,Organic Manure,Blight,Bordeaux Mixture
Cold,Black Soil,High,6.74,Wild Mango,Compost,Root Rot,Neem Oil
Cold,Red Soil,High,4.68,Wild Mango,Vermicompost,Leaf Spot,Trichoderma
Spring,Loamy,High,8.42,Wild Mango,Vermicompost,Leaf Spot,Carbendazim
Rainy (Monsoon),Red Soil,High,4.67,Wild Mango,Vermicompost,Root Rot,Sulfur Spray
Cold,Loamy,Low,9.52,Wild Banana,Cow Dung,Root Rot,Sulfur Spray
Cold,Black Soil,Medium,8.75,Wild Banana,Vermicompost,Rust,Copper Fungicide
Cold,Black Soil,High,1.32,Wild Banana,Compost,Powdery Mildew,Neem Oil
Winter,Clay,Low,2.01,Wild Banana,Cow Dung,Rust,Bordeaux Mixture
Winter,Loamy,High,5.94,Wild Banana,NPK,Wilt,Neem Oil
Cold,Alluvial,Medium,4.18,Wild Banana,Compost,Root Rot,Neem Oil
Cold,Black Soil,Medium,4.9,Wild Banana,Organic Manure,Powdery Mildew,Neem Oil
Cold,Red Soil,Medium,8.91,Wild Banana,NPK,Blight,Sulfur Spray
Winter,Clay,Low,6.13,Wild Banana,Vermicompost,Powdery Mildew,Neem Oil
Cold,Alluvial,Low,6.34,Wild Banana,Urea,Rust,Carbendazim
Winter,Clay,Medium,4.24,Wild Turmeric,Compost,Leaf Spot,Trichoderma
Rainy (Monsoon),Clay,Low,2.84,Wild Turmeric,Organic Manure,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Red Soil,Low,1.37,Wild Turmeric,Vermicompost,Wilt,Copper Fungicide
Spring,Alluvial,High,4.11,Wild Turmeric,NPK,Powdery Mildew,Copper Fungicide
Spring,Red Soil,Medium,3.17,Wild Turmeric,Compost,Blight,Carbendazim
Cold,Black Soil,Low,7.42,Wild Turmeric,NPK,Root Rot,Bordeaux Mixture
Winter,Clay,Low,1.33,Wild Turmeric,NPK,Wilt,Trichoderma
Winter,Loamy,Medium,2.62,Wild Turmeric,Compost,Blight,Carbendazim
Spring,Red Soil,High,5.82,Wild Turmeric,Organic Manure,Leaf Spot,Trichoderma
Cold,Clay,Medium,3.16,Wild Turmeric,Urea,Wilt,Carbendazim
Spring,Black Soil,Medium,3.66,Wild Ginger,NPK,Wilt,Sulfur Spray
Spring,Clay,High,3.73,Wild Ginger,Compost,Powdery Mildew,Copper Fungicide
Winter,Sandy,Medium,5.36,Wild Ginger,Cow Dung,Powdery Mildew,Trichoderma
Summer,Red Soil,High,5.29,Wild Ginger,NPK,Wilt,Trichoderma
Winter,Black Soil,Medium,9.42,Wild Ginger,Compost,Rust,Carbendazim
Spring,Red Soil,Medium,4.32,Wild Ginger,NPK,Root Rot,Neem Oil
Rainy (Monsoon),Clay,Medium,5.09,Wild Ginger,Cow Dung,Blight,Trichoderma
Rainy (Monsoon),Red Soil,Low,3.79,Wild Ginger,Urea,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Black Soil,High,7.75,Wild Ginger,Organic Manure,Powdery Mildew,Carbendazim
Spring,Red Soil,Medium,6.61,Wild Ginger,Compost,Blight,Carbendazim
Winter,Loamy,Medium,1.43,Wild Pepper,Vermicompost,Powdery Mildew,Copper Fungicide
Spring,Sandy,Medium,4.35,Wild Pepper,Urea,Rust,Bordeaux Mixture
Summer,Black Soil,High,0.94,Wild Pepper,Organic Manure,Blight,Copper Fungicide
Summer,Sandy,High,0.59,Wild Pepper,Vermicompost,Rust,Sulfur Spray
Spring,Red Soil,High,9.8,Wild Pepper,Compost,Root Rot,Bordeaux Mixture
Rainy (Monsoon),Alluvial,High,7.02,Wild Pepper,Urea,Blight,Carbendazim
Summer,Loamy,High,4.29,Wild Pepper,Urea,Blight,Carbendazim
Rainy (Monsoon),Clay,Medium,3.58,Wild Pepper,Compost,Root Rot,Carbendazim
Cold,Black Soil,High,7.82,Wild Pepper,NPK,Blight,Sulfur Spray
Cold,Loamy,Low,3.43,Wild Pepper,Organic Manure,Rust,Copper Fungicide
Winter,Clay,Medium,8.98,Long Pepper,Compost,Blight,Bordeaux Mixture
Cold,Sandy,High,1.87,Long Pepper,Urea,Rust,Sulfur Spray
Spring,Alluvial,Low,3.73,Long Pepper,Vermicompost,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Sandy,High,2.29,Long Pepper,Compost,Rust,Copper Fungicide
Spring,Loamy,Medium,6.42,Long Pepper,Organic Manure,Leaf Spot,Carbendazim
Winter,Sandy,Medium,4.58,Long Pepper,Compost,Blight,Sulfur Spray
Cold,Red Soil,High,4.36,Long Pepper,NPK,Powdery Mildew,Bordeaux Mixture
Rainy (Monsoon),Clay,Low,7.05,Long Pepper,Organic Manure,Leaf Spot,Carbendazim
Summer,Red Soil,Medium,8.39,Long Pepper,Compost,Blight,Neem Oil
Cold,Red Soil,Medium,2.55,Long Pepper,Cow Dung,Root Rot,Carbendazim
Summer,Red Soil,Medium,2.58,Cubeb Pepper,Urea,Powdery Mildew,Trichoderma
Spring,Loamy,High,6.7,Cubeb Pepper,Organic Manure,Wilt,Copper Fungicide
Rainy (Monsoon),Clay,Medium,9.24,Cubeb Pepper,Urea,Rust,Copper Fungicide
Winter,Clay,Medium,7.87,Cubeb Pepper,Organic Manure,Root Rot,Copper Fungicide
Rainy (Monsoon),Loamy,Low,3.89,Cubeb Pepper,NPK,Leaf Spot,Carbendazim
Summer,Red Soil,Low,1.97,Cubeb Pepper,Vermicompost,Blight,Neem Oil
Rainy (Monsoon),Red Soil,Low,1.2,Cubeb Pepper,Cow Dung,Leaf Spot,Carbendazim
Cold,Black Soil,Low,3.33,Cubeb Pepper,NPK,Blight,Sulfur Spray
Spring,Clay,Medium,2.07,Cubeb Pepper,Vermicompost,Leaf Spot,Bordeaux Mixture
Spring,Red Soil,Low,5.6,Cubeb Pepper,Organic Manure,Powdery Mildew,Bordeaux Mixture
Cold,Clay,Medium,1.6,Betel Nut Palm,NPK,Powdery Mildew,Sulfur Spray
Rainy (Monsoon),Loamy,High,1.04,Betel Nut Palm,Urea,Wilt,Neem Oil
Rainy (Monsoon),Red Soil,Low,6.89,Betel Nut Palm,Vermicompost,Rust,Copper Fungicide
Cold,Black Soil,Low,7.38,Betel Nut Palm,Compost,Leaf Spot,Trichoderma
Winter,Red Soil,High,5.39,Betel Nut Palm,Urea,Powdery Mildew,Sulfur Spray
Winter,Red Soil,Medium,4,Betel Nut Palm,Vermicompost,Rust,Sulfur Spray
Summer,Red Soil,High,8.64,Betel Nut Palm,Organic Manure,Blight,Sulfur Spray
Summer,Alluvial,High,8.37,Betel Nut Palm,Compost,Root Rot,Trichoderma
Summer,Alluvial,Low,5.01,Betel Nut Palm,Organic Manure,Powdery Mildew,Neem Oil
Rainy (Monsoon),Clay,Medium,5.95,Betel Nut Palm,Vermicompost,Wilt,Neem Oil
Rainy (Monsoon),Sandy,High,8.18,Coconut Palm,Cow Dung,Rust,Trichoderma
Winter,Black Soil,Low,5.63,Coconut Palm,Organic Manure,Powdery Mildew,Carbendazim
Spring,Sandy,Low,7.33,Coconut Palm,Cow Dung,Root Rot,Bordeaux Mixture
Winter,Loamy,Medium,6.2,Coconut Palm,Cow Dung,Leaf Spot,Carbendazim
Winter,Clay,High,4.45,Coconut Palm,NPK,Rust,Sulfur Spray
Rainy (Monsoon),Black Soil,High,4,Coconut Palm,Urea,Leaf Spot,Copper Fungicide
Spring,Clay,Medium,9.22,Coconut Palm,Organic Manure,Leaf Spot,Carbendazim
Cold,Loamy,High,6.17,Coconut Palm,Urea,Root Rot,Carbendazim
Rainy (Monsoon),Red Soil,High,9.36,Coconut Palm,Urea,Powdery Mildew,Bordeaux Mixture
Spring,Sandy,Medium,2.84,Coconut Palm,Organic Manure,Rust,Bordeaux Mixture
